rd,tz=0,v=1.5
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1688422200,4.209e+00,1.000e+00,1.137e-01,2.705e-02
1688422800,1.547e+01,3.000e+00,4.181e-01,8.109e-02
1688423400,6.409e+00,5.001e+00,1.732e-01,1.352e-01
1688424000,1.089e+01,1.000e+00,2.943e-01,2.705e-02
1688424600,1.522e+01,1.000e+00,4.113e-01,2.705e-02
1688425200,6.343e+00,8.001e+00,1.714e-01,2.162e-01
1688425800,1.521e+01,1.000e+00,4.111e-01,2.705e-02
1688426400,4.267e+00,1.000e+00,1.153e-01,2.705e-02
1688427000,4.209e+00,2.500e+00,1.138e-01,6.758e-02
1688427600,1.089e+01,9.501e+00,2.943e-01,2.568e-01
1688428200,3.143e+01,1.000e+00,8.496e-01,2.705e-02
1688428800,2.215e+01,6.001e+00,5.987e-01,1.622e-01
1688429400,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1688430000,4.143e+00,5.001e+00,1.120e-01,1.352e-01
1688430600,1.985e+01,1.000e+00,5.364e-01,2.705e-02
1688431200,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1688431800,2.075e+00,4.001e+00,5.607e-02,1.081e-01
1688432400,2.254e+01,1.000e+00,6.091e-01,2.705e-02
1688433000,3.402e+01,1.000e+01,9.195e-01,2.703e-01
1688433600,1.072e+01,1.000e+00,2.898e-01,2.705e-02
1688434200,6.409e+00,4.501e+00,1.732e-01,1.216e-01
1688434800,1.534e+01,8.001e+00,4.146e-01,2.162e-01
1688435400,1.060e+01,1.000e+00,2.866e-01,2.705e-02
1688436000,2.075e+00,4.501e+00,5.607e-02,1.216e-01
1688436600,1.000e+00,5.001e+00,2.705e-02,1.352e-01
1688437200,1.313e+01,1.000e+00,3.550e-01,2.705e-02
1688437800,1.088e+01,1.000e+01,2.940e-01,2.703e-01
1688438400,1.081e+01,1.000e+00,2.922e-01,2.705e-02
1688439000,1.081e+01,4.501e+00,2.922e-01,1.216e-01
1688439600,1.525e+01,1.000e+00,4.121e-01,2.705e-02
1688440200,2.009e+00,3.000e+00,5.429e-02,8.109e-02
1688440800,1.075e+01,4.501e+00,2.905e-01,1.216e-01
1688441400,2.009e+00,2.500e+00,5.429e-02,6.758e-02
1688442000,8.661e+00,1.000e+00,2.341e-01,2.705e-02
1688442600,1.089e+01,1.000e+00,2.942e-01,2.705e-02
1688443200,6.409e+00,5.501e+00,1.732e-01,1.487e-01
1688443800,1.089e+01,5.001e+00,2.942e-01,1.352e-01
1688444400,6.343e+00,4.001e+00,1.714e-01,1.081e-01
1688445000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688445600,1.082e+01,8.001e+00,2.924e-01,2.162e-01
1688446200,1.082e+01,1.000e+00,2.923e-01,2.705e-02
1688446800,1.313e+01,3.000e+00,3.547e-01,8.109e-02
1688447400,1.525e+01,4.001e+00,4.123e-01,1.081e-01
1688448000,2.009e+00,1.000e+00,5.428e-02,2.705e-02
1688448600,2.239e+01,2.000e+00,6.051e-01,2.705e-02
1688449200,4.077e+00,1.000e+00,1.102e-01,2.705e-02
1688449800,8.675e+00,4.001e+00,2.345e-01,1.081e-01
1688450400,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688451000,1.088e+01,5.501e+00,2.941e-01,1.487e-01
1688451600,2.492e+01,6.001e+00,6.734e-01,1.622e-01
1688452200,1.732e+01,2.000e+00,4.682e-01,2.705e-02
1688452800,1.739e+01,2.500e+00,4.701e-01,6.758e-02
1688453400,8.543e+00,2.500e+00,2.309e-01,6.758e-02
1688454000,6.277e+00,1.000e+00,1.696e-01,2.705e-02
1688454600,1.980e+01,1.000e+01,5.352e-01,2.703e-01
1688455200,2.222e+01,4.501e+00,6.005e-01,1.216e-01
1688455800,4.209e+00,1.000e+01,1.137e-01,2.703e-01
1688456400,1.528e+01,1.000e+00,4.129e-01,2.705e-02
1688457000,1.274e+01,5.501e+00,3.443e-01,1.487e-01
1688457600,1.085e+01,1.000e+00,2.932e-01,2.705e-02
1688458200,1.983e+01,9.501e+00,5.358e-01,2.568e-01
1688458800,1.299e+01,4.501e+00,3.511e-01,1.216e-01
1688459400,1.753e+01,1.000e+00,4.737e-01,2.705e-02
1688460000,8.477e+00,6.501e+00,2.291e-01,1.757e-01
1688460600,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1688461200,2.717e+01,6.001e+00,7.342e-01,1.622e-01
1688461800,1.086e+01,1.000e+00,2.935e-01,2.705e-02
1688462400,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1688463000,1.994e+01,6.001e+00,5.390e-01,1.622e-01
1688463600,2.706e+01,6.001e+00,7.314e-01,1.622e-01
1688464200,1.730e+01,2.500e+00,4.677e-01,6.758e-02
1688464800,1.752e+01,1.100e+01,4.735e-01,2.973e-01
1688465400,2.216e+01,7.501e+00,5.988e-01,2.027e-01
1688466000,9.290e+00,5.001e+00,2.511e-01,1.352e-01
1688466600,1.298e+01,3.500e+00,3.508e-01,9.461e-02
1688467200,4.077e+00,6.501e+00,1.102e-01,1.757e-01
1688467800,1.534e+01,6.501e+00,4.145e-01,1.757e-01
1688468400,2.469e+01,2.500e+00,6.673e-01,6.758e-02
1688469000,1.954e+01,2.000e+01,5.282e-01,5.406e-01
1688469600,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688470200,1.523e+01,1.000e+00,4.116e-01,2.705e-02
1688470800,1.749e+01,5.501e+00,4.727e-01,1.487e-01
1688471400,1.971e+01,1.900e+01,5.326e-01,5.136e-01
1688472000,3.944e+01,1.100e+01,1.066e+00,2.973e-01
1688472600,1.948e+01,1.100e+01,5.265e-01,2.973e-01
1688473200,3.141e+01,6.490e+00,8.490e-01,1.754e-01
1688473800,3.883e+01,1.450e+01,1.050e+00,3.919e-01
1688474400,3.352e+01,1.850e+01,9.059e-01,5.001e-01
1688475000,1.939e+01,1.850e+01,5.241e-01,5.001e-01
1688475600,1.279e+01,7.501e+00,3.458e-01,2.027e-01
1688476200,2.187e+01,5.001e+00,5.911e-01,1.352e-01
1688476800,2.354e+01,8.501e+00,6.362e-01,2.298e-01
1688477400,1.070e+01,1.850e+01,2.892e-01,5.001e-01
1688478000,2.198e+01,1.000e+00,5.940e-01,2.705e-02
1688478600,6.343e+00,1.950e+01,1.714e-01,5.271e-01
1688479200,1.748e+01,1.000e+00,4.724e-01,2.705e-02
1688479800,1.732e+01,2.600e+01,4.682e-01,7.028e-01
1688480400,1.968e+01,3.501e+00,5.319e-01,9.461e-02
1688481000,1.724e+01,2.200e+01,4.661e-01,5.947e-01
1688481600,1.301e+01,1.000e+00,3.516e-01,2.705e-02
1688482200,1.743e+01,4.001e+00,4.710e-01,1.081e-01
1688482800,2.075e+00,1.350e+01,5.607e-02,3.649e-01
1688483400,1.073e+01,1.000e+00,2.901e-01,2.705e-02
1688484000,1.525e+01,1.000e+01,4.121e-01,2.703e-01
1688484600,1.530e+01,1.000e+00,4.135e-01,2.705e-02
1688485200,1.299e+01,1.350e+01,3.511e-01,3.649e-01
1688485800,1.745e+01,5.501e+00,4.716e-01,1.487e-01
1688486400,1.305e+01,1.000e+00,3.527e-01,2.705e-02
1688487000,4.275e+00,4.001e+00,1.155e-01,1.081e-01
1688487600,6.409e+00,1.050e+01,1.732e-01,2.838e-01
1688488200,2.003e+01,5.001e+00,5.414e-01,1.352e-01
1688488800,6.464e+00,1.000e+00,1.747e-01,2.705e-02
1688489400,8.477e+00,3.000e+00,2.291e-01,8.109e-02
1688490000,2.075e+00,6.001e+00,5.607e-02,1.622e-01
1688490600,6.475e+00,5.501e+00,1.750e-01,1.487e-01
1688491200,2.491e+01,1.000e+00,6.734e-01,2.705e-02
1688491800,4.143e+00,5.001e+00,1.120e-01,1.352e-01
1688492400,4.275e+00,8.501e+00,1.155e-01,2.298e-01
1688493000,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688493600,8.543e+00,9.001e+00,2.309e-01,2.433e-01
1688494200,6.475e+00,1.150e+01,1.750e-01,3.109e-01
1688494800,1.529e+01,1.000e+00,4.133e-01,2.705e-02
1688495400,7.248e+00,5.501e+00,1.959e-01,1.487e-01
1688496000,4.275e+00,2.500e+00,1.155e-01,6.758e-02
1688496600,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1688497200,4.275e+00,9.501e+00,1.155e-01,2.568e-01
1688497800,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1688498400,6.409e+00,2.500e+00,1.732e-01,6.758e-02
1688499000,4.209e+00,6.501e+00,1.138e-01,1.757e-01
1688499600,1.548e+01,1.000e+00,4.183e-01,2.705e-02
1688500200,1.300e+01,5.501e+00,3.513e-01,1.487e-01
1688500800,1.000e+00,4.501e+00,2.705e-02,1.216e-01
1688501400,1.308e+01,3.000e+00,3.536e-01,8.109e-02
1688502000,8.675e+00,3.501e+00,2.345e-01,9.461e-02
1688502600,1.082e+01,4.501e+00,2.924e-01,1.216e-01
1688503200,6.343e+00,4.001e+00,1.714e-01,1.081e-01
1688503800,1.529e+01,1.000e+00,4.133e-01,2.705e-02
1688504400,2.005e+00,7.489e+00,5.419e-02,2.024e-01
1688505000,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1688505600,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688506200,1.089e+01,7.501e+00,2.943e-01,2.027e-01
1688506800,1.237e+01,1.000e+00,3.342e-01,2.705e-02
1688507400,1.000e+00,4.001e+00,2.705e-02,1.081e-01
1688508000,4.209e+00,7.501e+00,1.137e-01,2.027e-01
1688508600,2.009e+00,1.000e+00,5.428e-02,2.705e-02
1688509200,6.409e+00,5.501e+00,1.732e-01,1.487e-01
1688509800,6.475e+00,4.501e+00,1.750e-01,1.216e-01
1688510400,2.075e+00,7.001e+00,5.607e-02,1.892e-01
1688511000,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688511600,1.527e+01,4.001e+00,4.128e-01,1.081e-01
1688512200,2.015e+01,5.501e+00,5.446e-01,1.487e-01
1688512800,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1688513400,4.209e+00,6.001e+00,1.137e-01,1.622e-01
1688514000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688514600,1.778e+01,8.001e+00,4.806e-01,2.162e-01
1688515200,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1688515800,1.527e+01,1.000e+00,4.127e-01,2.705e-02
1688516400,1.762e+01,5.001e+00,4.762e-01,1.352e-01
1688517000,1.067e+01,3.501e+00,2.884e-01,9.461e-02
1688517600,1.054e+01,7.501e+00,2.849e-01,2.027e-01
1688518200,2.340e+00,1.000e+00,6.324e-02,2.705e-02
1688518800,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1688519400,1.315e+01,2.000e+00,3.553e-01,2.705e-02
1688520000,1.538e+01,2.496e+00,4.157e-01,6.746e-02
1688520600,1.088e+01,9.001e+00,2.940e-01,2.433e-01
1688521200,1.525e+01,1.000e+00,4.121e-01,2.705e-02
1688521800,9.611e+00,1.000e+00,2.597e-01,2.705e-02
1688522400,1.000e+00,8.001e+00,2.705e-02,2.162e-01
1688523000,1.307e+01,5.501e+00,3.533e-01,1.487e-01
1688523600,1.540e+01,1.000e+00,4.162e-01,2.705e-02
1688524200,8.675e+00,6.501e+00,2.345e-01,1.757e-01
1688524800,1.075e+01,1.000e+00,2.904e-01,2.705e-02
1688525400,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1688526000,1.521e+01,8.001e+00,4.111e-01,2.162e-01
1688526600,8.675e+00,6.001e+00,2.345e-01,1.622e-01
1688527200,6.475e+00,7.001e+00,1.750e-01,1.892e-01
1688527800,1.313e+01,1.000e+00,3.548e-01,2.705e-02
1688528400,1.532e+01,2.000e+00,4.141e-01,2.705e-02
1688529000,2.241e+01,4.501e+00,6.057e-01,1.216e-01
1688529600,1.504e+01,8.501e+00,4.066e-01,2.298e-01
1688530200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688530800,1.991e+01,1.450e+01,5.382e-01,3.919e-01
1688531400,1.751e+01,1.000e+00,4.733e-01,2.705e-02
1688532000,1.967e+01,2.500e+00,5.317e-01,6.758e-02
1688532600,6.277e+00,1.300e+01,1.697e-01,3.514e-01
1688533200,1.073e+01,1.000e+00,2.901e-01,2.705e-02
1688533800,1.741e+01,5.501e+00,4.706e-01,1.487e-01
1688534400,1.286e+01,1.000e+01,3.476e-01,2.703e-01
1688535000,6.277e+00,1.050e+01,1.697e-01,2.838e-01
1688535600,1.085e+01,1.000e+00,2.933e-01,2.705e-02
1688536200,1.080e+01,8.001e+00,2.920e-01,2.162e-01
1688536800,1.081e+01,1.000e+00,2.920e-01,2.705e-02
1688537400,1.081e+01,1.000e+00,2.921e-01,2.705e-02
1688538000,3.227e+01,1.450e+01,8.723e-01,3.919e-01
1688538600,1.085e+01,1.000e+00,2.933e-01,2.705e-02
1688539200,1.530e+01,7.501e+00,4.136e-01,2.027e-01
1688539800,1.509e+01,1.000e+00,4.079e-01,2.705e-02
1688540400,8.609e+00,1.450e+01,2.327e-01,3.920e-01
1688541000,1.087e+01,4.501e+00,2.937e-01,1.216e-01
1688541600,8.609e+00,6.501e+00,2.327e-01,1.757e-01
1688542200,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1688542800,1.061e+01,1.000e+00,2.868e-01,2.705e-02
1688543400,1.523e+01,1.200e+01,4.117e-01,3.244e-01
1688544000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688544600,2.725e+01,2.000e+00,7.364e-01,2.705e-02
1688545200,1.299e+01,5.001e+00,3.510e-01,1.352e-01
1688545800,2.009e+00,7.001e+00,5.428e-02,1.892e-01
1688546400,1.310e+01,6.501e+00,3.542e-01,1.757e-01
1688547000,1.074e+01,6.501e+00,2.902e-01,1.757e-01
1688547600,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1688548200,1.539e+01,9.001e+00,4.158e-01,2.433e-01
1688548800,1.289e+01,5.501e+00,3.484e-01,1.487e-01
1688549400,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1688550000,1.995e+01,1.100e+01,5.393e-01,2.973e-01
1688550600,8.543e+00,8.001e+00,2.309e-01,2.162e-01
1688551200,1.528e+01,1.000e+00,4.129e-01,2.705e-02
1688551800,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1688552400,6.409e+00,1.200e+01,1.732e-01,3.244e-01
1688553000,1.993e+01,1.000e+00,5.386e-01,2.705e-02
1688553600,8.477e+00,5.001e+00,2.291e-01,1.352e-01
1688554200,6.277e+00,1.000e+00,1.697e-01,2.705e-02
1688554800,2.991e+01,1.200e+01,8.082e-01,3.244e-01
1688555400,1.529e+01,4.501e+00,4.132e-01,1.216e-01
1688556000,6.475e+00,1.350e+01,1.750e-01,3.649e-01
1688556600,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688557200,1.087e+01,1.550e+01,2.938e-01,4.190e-01
1688557800,1.074e+01,1.000e+00,2.903e-01,2.705e-02
1688558400,8.609e+00,9.001e+00,2.327e-01,2.433e-01
1688559000,6.211e+00,4.001e+00,1.679e-01,1.081e-01
1688559600,2.001e+01,5.001e+00,5.408e-01,1.352e-01
1688560200,1.764e+01,3.501e+00,4.767e-01,9.461e-02
1688560800,1.519e+01,4.001e+00,4.104e-01,1.081e-01
1688561400,1.300e+01,8.501e+00,3.515e-01,2.298e-01
1688562000,8.609e+00,1.050e+01,2.327e-01,2.838e-01
1688562600,4.275e+00,7.001e+00,1.155e-01,1.892e-01
1688563200,1.088e+01,9.501e+00,2.940e-01,2.568e-01
1688563800,1.769e+01,1.000e+00,4.780e-01,2.705e-02
1688564400,4.275e+00,3.501e+00,1.155e-01,9.461e-02
1688565000,4.143e+00,1.000e+01,1.120e-01,2.703e-01
1688565600,9.709e+00,2.500e+00,2.624e-01,6.758e-02
1688566200,1.292e+01,8.001e+00,3.492e-01,2.162e-01
1688566800,1.086e+01,2.996e+00,2.935e-01,8.096e-02
1688567400,1.081e+01,8.001e+00,2.922e-01,2.162e-01
1688568000,1.539e+01,7.501e+00,4.158e-01,2.027e-01
1688568600,1.980e+01,1.000e+00,5.351e-01,2.705e-02
1688569200,4.275e+00,2.500e+00,1.155e-01,6.758e-02
1688569800,4.209e+00,1.000e+01,1.137e-01,2.703e-01
1688570400,2.002e+01,7.501e+00,5.411e-01,2.027e-01
1688571000,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688571600,1.754e+01,1.550e+01,4.741e-01,4.190e-01
1688572200,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1688572800,1.074e+01,1.200e+01,2.903e-01,3.244e-01
1688573400,1.761e+01,5.001e+00,4.759e-01,1.352e-01
1688574000,8.675e+00,6.501e+00,2.345e-01,1.757e-01
1688574600,6.343e+00,4.501e+00,1.714e-01,1.216e-01
1688575200,1.298e+01,6.001e+00,3.507e-01,1.622e-01
1688575800,1.074e+01,8.501e+00,2.903e-01,2.298e-01
1688576400,2.242e+01,7.001e+00,6.060e-01,1.892e-01
1688577000,1.067e+01,3.501e+00,2.883e-01,9.461e-02
1688577600,8.477e+00,1.000e+00,2.291e-01,2.705e-02
1688578200,1.529e+01,1.550e+01,4.133e-01,4.190e-01
1688578800,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688579400,4.275e+00,3.501e+00,1.155e-01,9.461e-02
1688580000,2.725e+01,9.501e+00,7.365e-01,2.568e-01
1688580600,2.009e+00,1.000e+00,5.428e-02,2.705e-02
1688581200,2.009e+00,1.100e+01,5.428e-02,2.973e-01
1688581800,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1688582400,8.660e+00,4.992e+00,2.341e-01,1.349e-01
1688583000,6.343e+00,3.501e+00,1.714e-01,9.461e-02
1688583600,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1688584200,8.675e+00,1.500e+01,2.345e-01,4.055e-01
1688584800,1.000e+00,1.000e+01,2.705e-02,2.703e-01
1688585400,4.874e+00,1.000e+00,1.317e-01,2.705e-02
1688586000,1.770e+01,1.000e+00,4.782e-01,2.705e-02
1688586600,2.075e+00,6.001e+00,5.607e-02,1.622e-01
1688587200,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1688587800,6.475e+00,7.501e+00,1.750e-01,2.027e-01
1688588400,1.243e+01,3.501e+00,3.361e-01,9.461e-02
1688589000,2.000e+01,1.000e+00,5.404e-01,2.705e-02
1688589600,2.075e+00,4.501e+00,5.607e-02,1.216e-01
1688590200,4.275e+00,8.001e+00,1.155e-01,2.162e-01
1688590800,3.531e+01,1.000e+00,9.544e-01,2.705e-02
1688591400,4.143e+00,5.501e+00,1.120e-01,1.487e-01
1688592000,4.209e+00,5.001e+00,1.138e-01,1.352e-01
1688592600,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1688593200,8.609e+00,5.001e+00,2.327e-01,1.352e-01
1688593800,1.075e+01,8.501e+00,2.906e-01,2.298e-01
1688594400,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688595000,6.475e+00,3.500e+00,1.750e-01,9.461e-02
1688595600,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1688596200,2.075e+00,8.501e+00,5.607e-02,2.298e-01
1688596800,1.083e+01,1.000e+00,2.926e-01,2.705e-02
1688597400,1.308e+01,3.501e+00,3.535e-01,9.461e-02
1688598000,6.201e+00,2.496e+00,1.676e-01,6.747e-02
1688598600,4.209e+00,4.001e+00,1.137e-01,1.081e-01
1688599200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688599800,8.675e+00,3.501e+00,2.345e-01,9.461e-02
1688600400,1.308e+01,3.000e+00,3.534e-01,8.109e-02
1688601000,1.306e+01,6.501e+00,3.530e-01,1.757e-01
1688601600,1.298e+01,1.000e+00,3.509e-01,2.705e-02
1688602200,1.532e+01,1.000e+00,4.140e-01,2.705e-02
1688602800,1.303e+01,1.200e+01,3.522e-01,3.244e-01
1688603400,4.209e+00,1.000e+00,1.137e-01,2.705e-02
1688604000,4.143e+00,6.501e+00,1.120e-01,1.757e-01
1688604600,1.307e+01,3.500e+00,3.531e-01,9.461e-02
1688605200,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1688605800,2.009e+00,8.001e+00,5.428e-02,2.162e-01
1688606400,4.209e+00,5.001e+00,1.137e-01,1.352e-01
1688607000,2.255e+01,1.000e+00,6.095e-01,2.705e-02
1688607600,1.311e+01,4.001e+00,3.543e-01,1.081e-01
1688608200,1.297e+01,2.000e+00,3.506e-01,2.705e-02
1688608800,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1688609400,4.209e+00,7.501e+00,1.137e-01,2.027e-01
1688610000,1.493e+01,3.500e+00,4.036e-01,9.461e-02
1688610600,1.305e+01,1.000e+00,3.527e-01,2.705e-02
1688611200,4.143e+00,4.001e+00,1.120e-01,1.081e-01
1688611800,6.343e+00,3.000e+00,1.714e-01,8.109e-02
1688612400,1.089e+01,4.501e+00,2.942e-01,1.216e-01
1688613000,2.075e+00,1.050e+01,5.607e-02,2.838e-01
1688613600,1.080e+01,1.000e+00,2.920e-01,2.705e-02
1688614200,1.089e+01,1.000e+00,2.942e-01,2.705e-02
1688614800,4.275e+00,6.001e+00,1.155e-01,1.622e-01
1688615400,8.675e+00,2.500e+00,2.345e-01,6.758e-02
1688616000,1.307e+01,1.000e+00,3.534e-01,2.705e-02
1688616600,8.675e+00,3.500e+00,2.345e-01,9.461e-02
1688617200,8.609e+00,8.001e+00,2.327e-01,2.162e-01
1688617800,8.477e+00,1.000e+00,2.291e-01,2.705e-02
1688618400,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1688619000,1.538e+01,8.501e+00,4.156e-01,2.298e-01
1688619600,8.477e+00,2.000e+00,2.291e-01,2.705e-02
1688620200,6.475e+00,2.500e+00,1.750e-01,6.758e-02
1688620800,8.609e+00,4.501e+00,2.327e-01,1.216e-01
1688621400,6.475e+00,4.001e+00,1.750e-01,1.081e-01
1688622000,1.307e+01,5.001e+00,3.534e-01,1.352e-01
1688622600,4.143e+00,5.001e+00,1.120e-01,1.352e-01
1688623200,2.075e+00,8.001e+00,5.607e-02,2.162e-01
1688623800,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1688624400,2.075e+00,4.501e+00,5.607e-02,1.216e-01
1688625000,1.537e+01,1.000e+00,4.154e-01,2.705e-02
1688625600,1.772e+01,8.501e+00,4.790e-01,2.298e-01
1688626200,6.409e+00,1.050e+01,1.732e-01,2.838e-01
1688626800,1.314e+01,1.000e+00,3.551e-01,2.705e-02
1688627400,1.000e+00,4.501e+00,2.705e-02,1.216e-01
1688628000,1.082e+01,5.501e+00,2.925e-01,1.487e-01
1688628600,1.089e+01,1.000e+00,2.942e-01,2.705e-02
1688629200,1.297e+01,1.000e+00,3.506e-01,2.705e-02
1688629800,1.000e+00,5.501e+00,2.705e-02,1.487e-01
1688630400,1.000e+00,3.501e+00,2.705e-02,9.461e-02
1688631000,4.275e+00,6.001e+00,1.155e-01,1.622e-01
1688631600,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1688632200,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1688632800,1.310e+01,4.001e+00,3.540e-01,1.081e-01
1688633400,6.343e+00,4.501e+00,1.714e-01,1.216e-01
1688634000,8.609e+00,1.100e+01,2.327e-01,2.973e-01
1688634600,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688635200,4.209e+00,1.000e+00,1.137e-01,2.705e-02
1688635800,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1688636400,8.609e+00,9.501e+00,2.327e-01,2.568e-01
1688637000,1.773e+01,1.000e+00,4.791e-01,2.705e-02
1688637600,4.275e+00,2.000e+00,1.155e-01,2.705e-02
1688638200,6.409e+00,5.001e+00,1.732e-01,1.352e-01
1688638800,1.301e+01,8.001e+00,3.516e-01,2.162e-01
1688639400,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1688640000,1.309e+01,1.350e+01,3.537e-01,3.649e-01
1688640600,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688641200,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1688641800,4.275e+00,1.000e+01,1.155e-01,2.703e-01
1688642400,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688643000,6.343e+00,5.001e+00,1.714e-01,1.352e-01
1688643600,4.209e+00,5.501e+00,1.137e-01,1.487e-01
1688644200,2.007e+01,1.000e+00,5.423e-01,2.705e-02
1688644800,1.303e+01,7.987e+00,3.521e-01,2.159e-01
1688645400,1.305e+01,1.000e+00,3.527e-01,2.705e-02
1688646000,1.304e+01,2.000e+00,3.525e-01,2.705e-02
1688646600,2.710e+01,8.501e+00,7.325e-01,2.298e-01
1688647200,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1688647800,1.074e+01,5.001e+00,2.903e-01,1.352e-01
1688648400,4.209e+00,3.501e+00,1.138e-01,9.461e-02
1688649000,8.675e+00,3.000e+00,2.345e-01,8.109e-02
1688649600,6.409e+00,4.501e+00,1.732e-01,1.216e-01
1688650200,6.409e+00,6.501e+00,1.732e-01,1.757e-01
1688650800,1.307e+01,3.000e+00,3.532e-01,8.109e-02
1688651400,6.409e+00,3.000e+00,1.732e-01,8.109e-02
1688652000,6.475e+00,3.501e+00,1.750e-01,9.461e-02
1688652600,8.675e+00,8.501e+00,2.345e-01,2.298e-01
1688653200,2.009e+00,1.000e+00,5.429e-02,2.705e-02
1688653800,2.009e+00,8.001e+00,5.429e-02,2.162e-01
1688654400,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1688655000,6.343e+00,4.001e+00,1.714e-01,1.081e-01
1688655600,1.063e+01,1.000e+00,2.872e-01,2.705e-02
1688656200,7.268e+00,5.001e+00,1.964e-01,1.352e-01
1688656800,2.075e+00,4.501e+00,5.607e-02,1.216e-01
1688657400,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1688658000,2.075e+00,7.001e+00,5.607e-02,1.892e-01
1688658600,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1688659200,2.023e+01,5.501e+00,5.468e-01,1.487e-01
1688659800,2.009e+00,8.001e+00,5.429e-02,2.162e-01
1688660400,2.009e+01,1.000e+00,5.430e-01,2.705e-02
1688661000,6.475e+00,2.500e+00,1.750e-01,6.758e-02
1688661600,4.742e+00,1.000e+00,1.282e-01,2.705e-02
1688662200,4.275e+00,6.001e+00,1.155e-01,1.622e-01
1688662800,6.475e+00,5.501e+00,1.750e-01,1.487e-01
1688663400,1.539e+01,1.000e+00,4.159e-01,2.705e-02
1688664000,1.313e+01,1.000e+00,3.548e-01,2.705e-02
1688664600,1.994e+01,6.501e+00,5.389e-01,1.757e-01
1688665200,4.275e+00,3.501e+00,1.155e-01,9.461e-02
1688665800,1.075e+01,1.000e+00,2.905e-01,2.705e-02
1688666400,8.675e+00,5.501e+00,2.345e-01,1.487e-01
1688667000,2.009e+00,1.000e+00,5.428e-02,2.705e-02
1688667600,8.675e+00,4.001e+00,2.345e-01,1.081e-01
1688668200,6.409e+00,2.500e+00,1.732e-01,6.758e-02
1688668800,1.089e+01,1.000e+00,2.942e-01,2.705e-02
1688669400,1.542e+01,7.501e+00,4.168e-01,2.027e-01
1688670000,8.675e+00,5.001e+00,2.345e-01,1.352e-01
1688670600,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1688671200,6.475e+00,7.501e+00,1.750e-01,2.027e-01
1688671800,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688672400,8.609e+00,6.501e+00,2.327e-01,1.757e-01
1688673000,4.275e+00,7.501e+00,1.155e-01,2.027e-01
1688673600,6.343e+00,2.000e+00,1.714e-01,2.705e-02
1688674200,4.275e+00,4.001e+00,1.155e-01,1.081e-01
1688674800,1.089e+01,1.000e+00,2.944e-01,2.705e-02
